"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","N°DPE","Code_postal_(BAN)","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score"
393,NA,127.1,5434.1,"2021-09-28",938,"2169N0406189R","69170",64.9,3.3,"appartement",414.6,90.9,0,"C",31.573277
470.9,NA,185,5106.1,"2021-09-28",922.9,"2169N0402076M","69170",94.5,3.3,"appartement",263.6,61.2,0,"C",31.573277
364.8,NA,101.2,4854.1,"2021-09-28",835.6,"2169N0403615R","69170",51.7,3.3,"appartement",366.2,101.1,0,"C",31.573277
455.1,NA,154.4,5134.1,"2021-09-28",910.2,"2169N0405918G","69170",78.9,3.3,"appartement",297.4,72.2,0,"C",31.573277
454.9,NA,123.1,5872.1,"2021-09-24",973,"2169N0387510G","69170",62.8,3.3,"appartement",391.7,100.6,0,"C",31.573277
337.1,NA,89.2,4499.1,"2021-09-28",772,"2169N0402952E","69170",45.5,3.3,"appartement",342.4,106.1,0,"C",31.573277
594.4,NA,173.8,6127.1,"2021-09-24",1033.7,"2169N0387208Q","69170",88.7,3.3,"appartement",262.1,76.2,0,"C",31.573277
342.2,NA,140.9,4487.1,"2021-09-28",799.1,"2169N0405823P","69170",71.8,3.3,"appartement",312.6,69.6,0,"C",31.573277
419.4,NA,137.3,4981.1,"2021-09-28",876.1,"2169N0403689N","69170",70.1,3.3,"appartement",316.1,78.2,0,"C",31.573277
481.7,NA,139.8,5361.1,"2021-09-27",938.4,"2169N0397884G","69170",71.3,3.3,"appartement",313.6,82.3,0,"C",31.573277
590.7,NA,160.6,6184.1,"2021-09-28",1028.7,"2169N0406245V","69170",81.9,3.3,"appartement",274,82.7,0,"C",31.573277
386.6,NA,123.1,5319.1,"2021-09-27",922.3,"2169N0398160W","69170",62.9,3.3,"appartement",409.3,91.8,0,"C",31.573277
350.4,NA,123.8,5102.1,"2021-09-28",888,"2169N0403587P","69170",63.2,3.3,"appartement",410.4,87.9,0,"C",31.573277
444.7,NA,137.7,5139.1,"2021-09-28",901.6,"2169N0401869N","69170",70.2,3.3,"appartement",316,80.4,0,"C",31.573277
321.9,NA,123.5,4919.1,"2021-09-28",858.5,"2169N0402030S","69170",63,3.3,"appartement",409.8,85.2,0,"C",31.573277
444.2,NA,140.9,5122.1,"2021-09-28",900.8,"2169N0401542Y","69170",72,3.3,"appartement",312.3,78.3,0,"C",31.573277
594.7,NA,171.2,6146.1,"2021-09-28",1033.4,"2169N0403435T","69170",87.4,3.3,"appartement",264.2,77.5,0,"C",31.573277
572.3,NA,160.6,6013.1,"2021-09-28",1013.8,"2169N0402851H","69170",81.9,3.3,"appartement",277.6,80.6,0,"C",31.573277
394.1,NA,106.7,5118.1,"2021-09-28",880.9,"2169N0406073F","69170",54.5,3.3,"appartement",376.8,101.2,0,"C",31.573277
467.3,NA,125.6,6026.1,"2021-09-27",988.3,"2169N0398295B","69170",64.2,3.3,"appartement",392.1,101.1,0,"C",31.573277
265.4,NA,101.2,4231.1,"2021-09-28",735.9,"2169N0401796S","69170",51.6,3.3,"appartement",365.9,89.2,0,"C",31.573277
291,NA,89.2,4210.1,"2021-09-27",725.8,"2169N0398344Y","69170",45.5,3.3,"appartement",342.2,99.9,0,"C",31.573277
348.2,NA,120.9,5044.1,"2021-09-28",877,"2169N0401673Z","69170",61.7,3.3,"appartement",404.7,89,0,"C",31.573277
505,NA,161.7,5418.1,"2021-09-28",959.8,"2169N0403658I","69170",82.4,3.3,"appartement",289.7,72.9,0,"C",31.573277
450.5,NA,124.2,5850.1,"2021-09-28",971.9,"2169N0403456O","69170",63.3,3.3,"appartement",394,99.7,0,"C",31.573277
365,NA,101.2,5085.1,"2021-09-27",872.6,"2169N0394391X","69170",51.7,3.3,"appartement",403.1,105.6,0,"C",31.573277
435.3,NA,120.2,5649.1,"2021-09-24",951.4,"2169N0387573R","69170",61.3,3.3,"appartement",392.6,99.4,0,"C",31.573277
354.1,NA,123.8,5125.1,"2021-09-28",891.6,"2169N0401776Y","69170",63.2,3.3,"appartement",410.4,88.3,0,"C",31.573277
353.4,NA,124.2,5125.1,"2021-09-28",891.8,"2169N0401637P","69170",63.3,3.3,"appartement",410.9,88.2,0,"C",31.573277
526.9,NA,140.9,5733.1,"2021-09-28",974.5,"2169N0403413X","69170",72,3.3,"appartement",303.4,86.8,0,"C",31.573277
341.9,NA,123.5,5043.1,"2021-09-27",878.3,"2169N0398223H","69170",63,3.3,"appartement",409.6,87.3,0,"C",31.573277
341.6,NA,140.6,4484.1,"2021-09-28",798.4,"2169N0401937D","69170",71.7,3.3,"appartement",312.9,69.7,0,"C",31.573277
389,NA,99.1,4973.1,"2021-09-28",853.4,"2169N0403538S","69170",50.6,3.3,"appartement",362.1,105.5,0,"C",31.573277
412.4,NA,115.4,5375.1,"2021-09-28",924,"2169N0402817Z","69170",59,3.3,"appartement",392.8,98.3,0,"C",31.573277
596,NA,139.8,6377.1,"2021-09-24",1029.6,"2169N0387132S","69170",71.3,3.3,"appartement",290.5,96.7,0,"C",31.573277
249.9,NA,51.9,2147.6,"2022-05-26",451.1,"2269N1161266D","69250",125.4,45.4,"maison",103.8,39,0,"A",32.36259
400.2,NA,47.3,3057.8,"2022-05-16",586.1,"2269N1064609O","69250",133.1,31.5,"maison",107.1,52,0,"A",32.36259
379,157.5,63,3203.9,"2022-11-10",616,"2269N2667614P","69250",157.5,0,"maison",115,46.8,37,"A",32.36259
430,160.1,60,3410.8,"2022-01-17",639,"2269N0085433Y","69250",160.1,7,"maison",116,49,0,"A",32.36259
458.1,NA,68.2,4045.3,"2022-11-07",735.9,"2269N2629655Q","69250",207.2,48.7,"maison",160.8,44,0,"A",32.36259
406.6,NA,47.8,3116.3,"2022-04-21",594.9,"2269N0836912Z","69250",122.2,26.9,"maison",113.6,58,0,"A",32.36259
345.3,NA,54.7,2750.4,"2022-04-15",539.4,"2269N0801378H","69250",150,26.1,"maison",113.4,42.2,0,"A",32.36259
366,99.6,37,2794.6,"2022-06-23",546,"2269N1412347C","69250",99.6,13,"maison",112,64.5,0,"A",32.36259
370,116.6,44,2769.4,"2022-12-20",542,"2269N3094261C","69250",116.6,0,"maison",111,54.6,0,"A",32.36259
405,117.5,51,3167.2,"2022-12-07",602,"2269N2955627A","69250",117.5,20,"maison",101,62,0,"A",32.36259
363,123.1,47,3064.8,"2022-11-09",587,"2269N2654655E","69250",123.1,0,"maison",159,57.3,0,"A",32.36259
277,129.5,52,2299.6,"2022-06-29",473,"2269N1474468J","69250",129.5,7,"maison",117,40.9,0,"A",32.36259
355,104.6,39,2682.8,"2022-03-03",528,"2269N0431480L","69250",104.6,18,"maison",100,59,0,"A",32.36259
397,178.2,58,3560.3,"2022-11-27",663,"2269N2837836P","69250",178.2,31,"maison",154,46,0,"A",32.36259
455,222.8,79,3727.2,"2022-06-17",688,"2269N1355563C","69250",222.8,5,"maison",134,38.5,0,"A",32.36259
272,NA,51.2,2171.2,"2022-05-16",454.4,"2269N1064365E","69250",123.6,28.8,"maison",102.4,40,0,"A",32.36259
333,166.1,63,2863.3,"2022-08-26",556,"2269N1920696Z","69250",166.1,8,"maison",125,39.7,0,"A",32.36259
365,145.6,60,2895.3,"2022-11-10",562,"2269N2667514T","69250",145.6,7,"maison",116,45.8,0,"A",32.36259
607,112.1,55,6514.5,"2022-08-24",917,"2269N1903695C","69250",112.1,3,"maison",203,74,21,"C",32.36259
215.5,1176.2,27.6,3844.5,"2022-11-15",462.3,"2269N2703431E","69250",46.5,21.1,"appartement",198.1,88,0,"C",32.36259
306.6,1176.2,40.6,5004.9,"2022-12-13",606.8,"2269N3017182N","69250",69.5,31,"appartement",228.7,77,0,"C",32.36259
370.5,1176.2,40.3,5658.3,"2022-11-15",663.4,"2269N2703446T","69250",67.9,30.8,"appartement",221.8,88,0,"C",32.36259
310.7,1176.2,50.1,5276.9,"2022-12-09",647.7,"2269N2977294J","69250",85.8,38.3,"appartement",248.6,66,0,"C",32.36259
357.1,1176.2,39.4,5472.1,"2022-12-13",649.8,"2269N3017190V","69250",67.6,30.2,"appartement",223.1,86,0,"C",32.36259
214.6,1176.2,40.9,4195.7,"2022-12-09",516.3,"2269N2977306V","69250",70.1,31.3,"appartement",229.5,64,0,"C",32.36259
119.5,1176.2,21.4,2752.5,"2022-12-09",332.8,"2269N2977309Y","69250",36.7,16.4,"appartement",175.5,80,0,"C",32.36259
463.8,1176.2,56.1,7300.9,"2022-11-15",794.7,"2269N2703443Q","69250",94.5,42.9,"appartement",231.9,82,0,"C",32.36259
253.7,1176.2,40.4,4532,"2022-12-09",553.5,"2269N2977295K","69250",69.3,30.9,"appartement",228.4,70,0,"C",32.36259
198.9,NA,51.1,3971,"2022-06-02",494.7,"2269N1208175I","69250",86.6,25.5,"maison",219.2,50,0,"B",32.36259
313.5,1176.2,50.5,5310.9,"2022-11-15",652,"2269N2703389O","69250",85.1,38.6,"appartement",249.3,67,0,"C",32.36259
309.7,1176.2,59.3,5521.2,"2022-12-13",680.1,"2269N3017165W","69250",101.6,45.3,"appartement",265.8,59,0,"C",32.36259
223.4,NA,54.2,4202,"2022-06-02",522.4,"2269N1208560D","69250",86.8,25.5,"maison",219.2,53,0,"B",32.36259
212.8,1176.2,27.2,3812.6,"2022-12-09",458.3,"2269N2977312B","69250",46.7,20.8,"appartement",197.4,87,0,"C",32.36259
257.2,1176.2,41.1,4577.8,"2022-11-15",559.4,"2269N2703392R","69250",69.2,31.4,"appartement",229.6,71,0,"C",32.36259
143.6,1176.2,26.4,3157.9,"2022-11-15",383.8,"2269N2703434H","69250",44.4,20.2,"appartement",193.7,76,0,"C",32.36259
360.9,1176.2,40.1,5539.1,"2022-11-15",655.2,"2269N2703429C","69250",67.6,30.7,"appartement",223.4,87,0,"C",32.36259
392.1,1176.2,45.9,6093.8,"2022-12-13",700.1,"2269N3017208N","69250",78.6,35.1,"appartement",227.1,82,0,"C",32.36259
168.6,1176.2,21.4,3186.7,"2022-12-13",381.6,"2269N3017187S","69250",36.6,16.3,"appartement",175.3,92,0,"C",32.36259
217.4,1176.2,41.5,4234.9,"2022-11-15",521.3,"2269N2703399Y","69250",70,31.8,"appartement",230.6,65,0,"C",32.36259
134.6,1176.2,23.6,2973.4,"2022-12-09",360.1,"2269N2977315E","69250",40.5,18.1,"appartement",183.8,78,0,"C",32.36259
313,1176.2,41.5,5085.1,"2022-11-15",616.9,"2269N2703420T","69250",70,31.8,"appartement",230.6,78,0,"C",32.36259
253.7,1176.2,40.4,4532,"2022-12-13",553.5,"2269N3017158P","69250",69.3,30.9,"appartement",228.4,70,0,"C",32.36259
178.9,1176.2,26.9,3498.3,"2022-12-13",422.7,"2269N3017162T","69250",46.2,20.6,"appartement",196.3,81,0,"C",32.36259
473.6,1176.2,58.9,7518.1,"2022-12-13",813.1,"2269N3017204J","69250",101,45.1,"appartement",235.5,79,0,"C",32.36259
143.5,1176.2,26.4,3164.1,"2022-12-09",384.6,"2269N2977314D","69250",45.3,20.2,"appartement",194.4,75,0,"C",32.36259
134.7,1176.2,23.7,2976,"2022-12-13",360.4,"2269N3017201G","69250",40.5,18.1,"appartement",183.9,78,0,"C",32.36259
143.5,1176.2,26.4,3164.1,"2022-12-13",384.6,"2269N3017178J","69250",45.3,20.2,"appartement",194.4,75,0,"C",32.36259
134.7,1176.2,23.7,2976,"2022-12-09",360.4,"2269N2977331U","69250",40.5,18.1,"appartement",183.9,78,0,"C",32.36259
392.1,1176.2,45.9,6093.8,"2022-12-09",700.1,"2269N2977334X","69250",78.6,35.1,"appartement",227.1,82,0,"C",32.36259
143.6,1176.2,26.4,3157.9,"2022-11-15",383.8,"2269N2703411K","69250",44.4,20.2,"appartement",193.7,76,0,"C",32.36259
121.1,1176.2,21.7,2775.4,"2022-11-15",335.7,"2269N2703402B","69250",36.6,16.6,"appartement",176.3,81,0,"C",32.36259
168.6,1176.2,21.4,3186.7,"2022-12-09",381.6,"2269N2977322L","69250",36.6,16.3,"appartement",175.3,92,0,"C",32.36259
140.3,1176.2,25,3072.3,"2022-11-15",372.6,"2269N2703415O","69250",42,19.1,"appartement",188.3,78,0,"C",32.36259
309.9,1176.2,59.1,5512.5,"2022-11-15",679.3,"2269N2703417Q","69250",99.6,45.2,"appartement",265,60,0,"C",32.36259
357.1,1176.2,39.4,5472.1,"2022-12-09",649.8,"2269N2977324N","69250",67.6,30.2,"appartement",223.1,86,0,"C",32.36259
143.4,1176.2,26.4,3163.6,"2022-12-09",384.5,"2269N2977330T","69250",45.3,20.2,"appartement",194.4,75,0,"C",32.36259
178.9,1176.2,26.9,3498.3,"2022-12-09",422.7,"2269N2977296L","69250",46.2,20.6,"appartement",196.3,81,0,"C",32.36259
308.6,1176.2,58.9,5496.8,"2022-12-09",677.9,"2269N2977318H","69250",100.9,45,"appartement",265.4,59,0,"C",32.36259
213.3,1176.2,27.4,3822.1,"2022-12-13",459.6,"2269N3017194Z","69250",46.9,20.9,"appartement",197.9,86,0,"C",32.36259
308.6,1176.2,58.9,5496.8,"2022-12-13",677.9,"2269N3017181M","69250",100.9,45,"appartement",265.4,59,0,"C",32.36259
430,122.5,70,4737.3,"2022-02-07",710,"2269N0237524P","69250",122.5,0,"maison",189,51,0,"B",32.36259
309.9,1176.2,59.1,5512.5,"2022-11-15",679.3,"2269N2703398X","69250",99.6,45.2,"appartement",265,60,0,"C",32.36259
473.6,1176.2,58.9,7518.1,"2022-12-09",813.1,"2269N2977333W","69250",101,45.1,"appartement",235.5,79,0,"C",32.36259
119.5,1176.2,21.4,2752.5,"2022-12-13",332.8,"2269N3017171C","69250",36.7,16.4,"appartement",175.5,80,0,"C",32.36259
215.5,1176.2,27.6,3844.5,"2022-11-15",462.3,"2269N2703408H","69250",46.5,21.1,"appartement",198.1,88,0,"C",32.36259
275.5,1176.2,40.1,4717.6,"2022-11-15",574.1,"2269N2703404D","69250",67.6,30.7,"appartement",227.7,75,0,"C",32.36259
214.6,1176.2,40.9,4195.7,"2022-12-13",516.3,"2269N3017168Z","69250",70.1,31.3,"appartement",229.5,64,0,"C",32.36259
140.3,1176.2,25,3072.3,"2022-11-15",372.6,"2269N2703438L","69250",42,19.1,"appartement",188.3,78,0,"C",32.36259
104.6,463.1,28.1,2861.8,"2022-06-02",350.8,"2269N1208438L","69250",48.1,15.8,"appartement",202.4,64,0,"C",32.36259
107.3,393.5,29.5,2886.2,"2022-06-02",353.8,"2269N1208388N","69250",48.4,15.6,"appartement",201.3,64,0,"C",32.36259
103.8,463.1,27.8,2843.7,"2022-06-02",348.5,"2269N1207581M","69250",47.6,15.6,"appartement",201.3,64,0,"C",32.36259
143.4,1176.2,26.4,3163.6,"2022-12-13",384.5,"2269N3017198D","69250",45.3,20.2,"appartement",194.4,75,0,"C",32.36259
188.4,234.7,40.8,3907.8,"2022-06-02",481.4,"2269N1207908B","69250",68.8,23,"appartement",229.2,61,0,"C",32.36259
169.8,1176.2,21.7,3209,"2022-11-15",384.5,"2269N2703426Z","69250",36.6,16.6,"appartement",176.3,93,0,"C",32.36259
531,116.7,48,6064.5,"2022-06-03",732,"2269N1219327G","69250",116.7,0,"maison",136,81.9,0,"B",32.36259
120.7,463.1,27.9,2998.1,"2022-06-02",366.1,"2269N1208445S","69250",47.8,15.7,"appartement",201.8,67,0,"C",32.36259
195.9,393.5,48.4,4122.4,"2022-06-02",510.7,"2269N1208391Q","69250",79.3,25.6,"appartement",240.8,56,0,"C",32.36259
158.2,393.5,42,3640.4,"2022-06-02",450.5,"2269N1207784H","69250",68.9,22.3,"appartement",228,57,0,"C",32.36259
178.3,463.1,39.3,3801.7,"2022-06-02",468,"2269N1207582N","69250",67.4,22.1,"appartement",228.2,61,0,"C",32.36259
157.2,463.1,40.1,3632.6,"2022-06-02",449.6,"2269N1207574F","69250",68.7,22.5,"appartement",229.8,57,0,"C",32.36259
134.5,234.7,28.9,3134.4,"2022-06-02",382.4,"2269N1208227I","69250",48.6,16.2,"appartement",202.9,69,0,"C",32.36259
188.4,234.7,40.8,3907.8,"2022-06-02",481.4,"2269N1208229K","69250",68.8,23,"appartement",229.2,61,0,"C",32.36259
181.8,463.1,40.2,3853.6,"2022-06-02",474.7,"2269N1207583O","69250",68.9,22.6,"appartement",230.1,60,0,"C",32.36259
368,132.8,49,3167.5,"2022-01-07",602,"2269N0032206T","69250",132.8,6,"maison",164,54.9,0,"A",32.36259
163.8,234.7,40.8,3689.7,"2022-06-02",456.7,"2269N1207903W","69250",68.8,23,"appartement",229.1,58,0,"C",32.36259
134.5,234.7,28.9,3134.4,"2022-06-02",382.4,"2269N1207905Y","69250",48.6,16.2,"appartement",202.9,69,0,"C",32.36259
120.7,463.1,27.9,2998.1,"2022-06-02",366.1,"2269N1207584P","69250",47.8,15.7,"appartement",201.8,67,0,"C",32.36259
178.3,463.1,39.3,3801.7,"2022-06-02",468,"2269N1208440N","69250",67.4,22.1,"appartement",228.2,61,0,"C",32.36259
158.2,393.5,42,3640.4,"2022-06-02",450.5,"2269N1208386L","69250",68.9,22.3,"appartement",228,57,0,"C",32.36259
92.1,393.5,29.3,2741.5,"2022-06-02",337.3,"2269N1208383I","69250",48,15.5,"appartement",200.5,61,0,"C",32.36259
92.1,393.5,29.3,2741.5,"2022-06-02",337.3,"2269N1207780D","69250",48,15.5,"appartement",200.5,61,0,"C",32.36259
201.4,463.1,39.3,4003.5,"2022-06-02",490.8,"2269N1207588T","69250",67.2,22.1,"appartement",228,64,0,"C",32.36259
201.4,463.1,39.3,4003.5,"2022-06-02",490.8,"2269N1208447U","69250",67.2,22.1,"appartement",228,64,0,"C",32.36259
136.9,393.5,41.9,3446.8,"2022-06-02",428.6,"2269N1208381G","69250",68.6,22.2,"appartement",227.7,55,0,"B",32.36259
271,1176.2,39.4,4658.5,"2022-12-13",566.6,"2269N3017173E","69250",67.4,30.1,"appartement",226.1,74,0,"C",32.36259
195.9,393.5,48.4,4122.4,"2022-06-02",510.7,"2269N1207786J","69250",79.3,25.6,"appartement",240.8,56,0,"C",32.36259
151.3,234.7,28.7,3278.2,"2022-06-02",398.5,"2269N1208230L","69250",48.4,16.1,"appartement",202.3,72,0,"C",32.36259
172.2,393.5,48.5,3914.9,"2022-06-02",487.6,"2269N1207781E","69250",79.6,25.7,"appartement",241.1,53,0,"B",32.36259
103.8,463.1,27.8,2843.7,"2022-06-02",348.5,"2269N1208439M","69250",47.6,15.6,"appartement",201.3,64,0,"C",32.36259
107.3,393.5,29.5,2886.2,"2022-06-02",353.8,"2269N1207785I","69250",48.4,15.6,"appartement",201.3,64,0,"C",32.36259
172.2,393.5,48.5,3914.9,"2022-06-02",487.6,"2269N1208385K","69250",79.6,25.7,"appartement",241.1,53,0,"B",32.36259
157.2,463.1,40.1,3632.6,"2022-06-02",449.6,"2269N1208437K","69250",68.7,22.5,"appartement",229.8,57,0,"C",32.36259
338,142.8,55,2864.3,"2022-11-17",562,"2269N2730013O","69250",142.8,7,"maison",110,46.1,28,"A",32.36259
120.7,463.1,27.9,2998.1,"2022-06-02",366.1,"2269N1207586R","69250",47.8,15.7,"appartement",201.8,67,0,"C",32.36259
181.8,463.1,40.2,3853.6,"2022-06-02",474.7,"2269N1208443Q","69250",68.9,22.6,"appartement",230.1,60,0,"C",32.36259
104.6,463.1,28.1,2861.8,"2022-06-02",350.8,"2269N1207578J","69250",48.1,15.8,"appartement",202.4,64,0,"C",32.36259
212.8,1176.2,27.2,3812.6,"2022-12-13",458.3,"2269N3017177I","69250",46.7,20.8,"appartement",197.4,87,0,"C",32.36259
120.7,463.1,27.9,2998.1,"2022-06-02",366.1,"2269N1208446T","69250",47.8,15.7,"appartement",201.8,67,0,"C",32.36259
309.7,1176.2,59.3,5521.2,"2022-12-09",680.1,"2269N2977303S","69250",101.6,45.3,"appartement",265.8,59,0,"C",32.36259
271,1176.2,39.4,4658.5,"2022-12-09",566.6,"2269N2977310Z","69250",67.4,30.1,"appartement",226.1,74,0,"C",32.36259
368,122.5,47,2934.6,"2022-12-22",567,"2269N3125622H","69250",122.5,9,"maison",117,55.1,0,"A",32.36259
151.3,234.7,28.7,3278.2,"2022-06-02",398.5,"2269N1207910D","69250",48.4,16.1,"appartement",202.3,72,0,"C",32.36259
306.6,1176.2,40.6,5004.9,"2022-12-09",606.8,"2269N2977321K","69250",69.5,31,"appartement",228.7,77,0,"C",32.36259
198.9,NA,51.1,3971,"2022-06-02",494.7,"2269N1208002R","69250",86.6,25.5,"maison",219.2,50,0,"B",32.36259
136.9,393.5,41.9,3446.8,"2022-06-02",428.6,"2269N1207778B","69250",68.6,22.2,"appartement",227.7,55,0,"B",32.36259
181.6,1176.2,27.4,3535.6,"2022-11-15",427.4,"2269N2703395U","69250",46.2,21,"appartement",197.5,81,0,"C",32.36259
163.8,234.7,40.8,3689.7,"2022-06-02",456.7,"2269N1208225G","69250",68.8,23,"appartement",229.1,58,0,"C",32.36259
310.7,1176.2,50.1,5276.9,"2022-12-13",647.7,"2269N3017157O","69250",85.8,38.3,"appartement",248.6,66,0,"C",32.36259
134.6,1176.2,23.6,2973.4,"2022-12-13",360.1,"2269N3017180L","69250",40.5,18.1,"appartement",183.8,78,0,"C",32.36259
213.3,1176.2,27.4,3822.1,"2022-12-09",459.6,"2269N2977326P","69250",46.9,20.9,"appartement",197.9,86,0,"C",32.36259
305.1,1302.8,47.1,4464.9,"2021-12-06",547.1,"2169N0854182E","69250",74.6,13.9,"appartement",181,64,0,"C",31.573277
185.7,1035.1,27.2,3044.3,"2021-12-06",441.7,"2169N0854316I","69250",43.2,6.4,"appartement",222.3,87,0,"C",31.573277
252.6,1035.1,44.2,3954.3,"2021-12-06",575.8,"2169N0854310C","69250",70.1,10.4,"appartement",268.7,70,0,"C",31.573277
232.4,1302.8,41,3724.5,"2021-12-06",457.3,"2169N0854209F","69250",65,12.1,"appartement",171.9,62,0,"C",31.573277
160.3,1302.8,26,2774.9,"2021-12-06",337,"2169N0854219P","69250",41.2,7.7,"appartement",142.9,72,0,"C",31.573277
424,121.4,66,2411.5,"2021-10-26",668,"2169N0575757N","69250",121.4,8,"maison",145,45.7,0,"A",31.573277
255.9,1035.1,50.6,4102.1,"2021-12-06",601.6,"2169N0854298Q","69250",80.2,11.9,"appartement",283.2,64,0,"B",31.573277
401,150.5,54,3450.7,"2021-11-09",646,"2169N0661968I","69250",150.5,0,"maison",167,52.7,0,"A",31.573277
452,88.7,48,2493.6,"2021-10-21",686,"2169N0548297J","69250",88.7,0,"maison",157,64.7,0,"A",31.573277
438,113.1,65,2515.2,"2021-07-21",692,"2169N0071735B","69250",113.1,12,"maison",150,51.1,0,"A",31.573277
469.7,NA,53.3,2724.4,"2021-09-17",729.6,"2169N0340575B","69250",98.2,53.3,"maison",153.3,63,0,"A",31.573277
429,137,59,3461.1,"2021-11-08",647,"2169N0648660M","69250",137,19,"maison",115,58.1,0,"A",31.573277
576,114.7,56,3170.6,"2021-07-27",811,"2169N0102005H","69250",114.7,11,"maison",146,63.6,0,"A",31.573277
248,1035.1,54.3,4109.8,"2021-12-06",607,"2169N0854318K","69250",86.2,12.8,"appartement",291.8,60,0,"B",31.573277
177.8,1035.1,42.7,3323.3,"2021-12-06",496,"2169N0854321N","69250",67.8,10.1,"appartement",265.4,62,0,"B",31.573277
265,1302.8,42.1,4027.5,"2021-12-06",493,"2169N0854187J","69250",66.7,12.4,"appartement",173.5,65,0,"C",31.573277
458.8,1302.8,63.4,6089.2,"2021-12-06",746.1,"2169N0854231B","69250",100.3,18.6,"appartement",205.3,65,0,"C",31.573277
290.5,1302.8,32.6,4079.6,"2021-12-06",491.8,"2169N0854237H","69250",51.6,9.6,"appartement",159.2,84,0,"C",31.573277
383,109,44,2941.4,"2021-12-01",568,"2169N0820206K","69250",109,10,"maison",116,62.1,0,"A",31.573277
441,130.7,70,3117.2,"2021-07-12",838,"2169N0042079L","69250",130.7,17,"maison",166,54.8,118,"A",31.573277
364,155.2,58,3228.7,"2021-12-13",612,"2169N0906124Y","69250",155.2,15,"maison",153,47.8,0,"A",31.573277
444,204.2,72,3943.2,"2021-12-20",721,"2169N0956584S","69250",204.2,14,"maison",168,44.4,0,"A",31.573277
471,129.7,68,2851,"2021-07-12",753,"2169N0042115V","69250",129.7,13,"maison",175,50.6,0,"A",31.573277
180,122.4,41,2279.8,"2021-12-23",470,"2169N0980079J","69250",122.4,15,"maison",213,42.9,0,"A",31.573277
432.3,NA,37.5,3192.8,"2021-10-21",606.5,"2169N0543259P","69250",93.8,19.9,"maison",116.9,78,0,"B",31.573277
451,144.4,50,3288.3,"2021-12-01",621,"2169N0819856Y","69250",144.4,7,"maison",90,52.4,0,"A",31.573277
559,163,76,3261.2,"2021-07-21",829,"2169N0072054I","69250",163,5,"maison",158,46,0,"A",31.573277
101.5,1302.8,15.9,1977,"2021-12-06",237.7,"2169N0854207D","69250",25.2,4.7,"appartement",115.7,83,0,"C",31.573277
161.5,1302.8,26.4,2794.9,"2021-12-06",339.5,"2169N0854201X","69250",41.8,7.8,"appartement",143.9,71,0,"C",31.573277
348.2,1302.8,56.3,5002,"2021-12-06",615.8,"2169N0854229Z","69250",89.1,16.6,"appartement",194.7,60,0,"C",31.573277
214.7,1302.8,38.6,3528.8,"2021-12-06",433.1,"2169N0854213J","69250",61.2,11.4,"appartement",168.3,62,0,"C",31.573277
505.9,1035.1,76.4,6610.8,"2021-12-06",942.4,"2169N0854326S","69250",121.2,18,"appartement",342.2,66,0,"B",31.573277
316.2,1035.1,49.4,4566.5,"2021-12-06",657.7,"2169N0854295N","69250",78.3,11.6,"appartement",280.5,72,0,"C",31.573277
141.3,1302.8,20,2439.9,"2021-12-06",294,"2169N0854191N","69250",31.7,5.9,"appartement",126.8,82,0,"C",31.573277
195.4,1302.8,37.7,3343.7,"2021-12-06",411,"2169N0854196S","69250",59.7,11.1,"appartement",166.9,60,0,"C",31.573277
215.6,1302.8,25.8,3247.8,"2021-12-06",391.1,"2169N0854235F","69250",40.8,7.6,"appartement",142.2,84,0,"C",31.573277
220.5,1302.8,32.8,3475.6,"2021-12-06",422.5,"2169N0854222S","69250",52,9.7,"appartement",159.6,71,0,"C",31.573277
239.5,1035.1,27.3,3481.7,"2021-12-06",495.9,"2169N0854330W","69250",43.4,6.4,"appartement",222.7,98,0,"C",31.573277
226.3,1302.8,30.4,3471.1,"2021-12-06",420.2,"2169N0854202Y","69250",48.2,8.9,"appartement",154.6,77,0,"C",31.573277
274.2,1302.8,44.5,4149.2,"2021-12-06",508.8,"2169N0854184G","69250",70.5,13.1,"appartement",177.1,63,0,"C",31.573277
259.9,1035.1,42.7,3986.6,"2021-12-06",578.1,"2169N0854329V","69250",67.8,10.1,"appartement",265.4,73,0,"C",31.573277
173.2,1302.8,28.3,2950.5,"2021-12-06",358.8,"2169N0854183F","69250",44.8,8.3,"appartement",149,70,0,"C",31.573277
152.6,1302.8,26.6,2722.1,"2021-12-06",331.3,"2169N0854216M","69250",42.1,7.8,"appartement",144.3,69,0,"C",31.573277
215.1,1035.1,26.9,3272.3,"2021-12-06",469.4,"2169N0854304W","69250",42.7,6.3,"appartement",221.1,94,0,"C",31.573277
216.6,1302.8,40.3,3573.2,"2021-12-06",439.4,"2169N0854194Q","69250",63.8,11.8,"appartement",170.7,60,0,"C",31.573277
185.7,1035.1,27.2,3044.3,"2021-12-06",441.7,"2169N0854324Q","69250",43.2,6.4,"appartement",222.3,87,0,"C",31.573277
220,1035.1,42.2,3654.2,"2021-12-06",536.3,"2169N0854300S","69250",66.9,9.9,"appartement",264.1,68,0,"B",31.573277
